Glass_ID,Lot_ID,Product_Model,Raw_Glass_Batch,Line_ID,Machine_ID,Tool_ID,Fixture_ID,Operator_ID,Shift,Process_Time,Inspection_Station,Tool_Life_Pct,Spindle_Speed_rpm,Feed_Rate_mm_min,Coolant_Pressure_bar,Coolant_Pressure_Stability,Vacuum_Level_kPa,Chamfer_Width_mm,Chipping_Size_um,Thickness_mm,Warpage_mm,CS_MPa,DOL_um,Defect_Type,Defect_Location,AOI_Result,Final_Result
GLS-2026-0039714,LOT-2026-W12-C,CG-Model-C,RGB-9427,LINE-01,CNC-05,TOOL-03,FIX-A3,OP-015,Swing,2026-03-16 12:10:50,AOI,46.4,24469,834.0,3.13,0.964,-80.0,0.2879,0.0,0.7018,0.0258,792.1,44.1,None,None,Pass,OK
GLS-2026-0039715,LOT-2026-W11-B,CG-Model-B,RGB-8538,LINE-02,CNC-04,TOOL-24,FIX-A2,OP-005,Night,2026-03-13 16:58:26,AOI,40.3,23927,836.0,3.06,0.955,-83.1,0.2985,30.7,0.7014,0.0241,772.6,43.5,None,None,Pass,OK
GLS-2026-0039716,LOT-2026-W07-B,CG-Model-B,RGB-8436,LINE-02,CNC-05,TOOL-02,FIX-C3,OP-004,Day,2026-03-25 08:00:11,AOI,10.5,24197,807.5,3.17,0.95,-85.1,0.2747,0.0,0.6997,0.0178,793.4,45.9,None,None,Pass,OK
GLS-2026-0039717,LOT-2026-W07-B,CG-Model-A,RGB-9477,LINE-02,CNC-03,TOOL-06,FIX-C2,OP-012,Day,2026-03-25 13:58:13,AOI,24.1,23611,863.1,3.34,0.978,-78.3,0.2889,0.0,0.7018,0.0245,782.7,48.6,None,None,Pass,OK
GLS-2026-0039718,LOT-2026-W11-B,CG-Model-C,RGB-9994,LINE-01,CNC-02,TOOL-12,FIX-A3,OP-009,Night,2026-02-16 22:21:30,AOI,50.3,23497,858.8,3.12,0.951,-83.7,0.3066,0.0,0.7112,0.0411,754.9,46.2,None,None,Pass,OK
GLS-2026-0039719,LOT-2026-W11-B,CG-Model-B,RGB-9213,LINE-02,CNC-03,TOOL-09,FIX-B1,OP-027,Day,2026-02-18 15:43:30,AOI,98.0,23951,785.5,3.13,0.941,-87.2,0.3167,16.6,0.702,0.0179,767.0,46.1,None,None,Pass,OK
GLS-2026-0039720,LOT-2026-W07-B,CG-Model-B,RGB-8687,LINE-01,CNC-04,TOOL-09,FIX-B2,OP-007,Night,2026-02-04 06:02:55,AOI,73.7,23714,830.8,2.99,0.967,-81.2,0.3176,34.7,0.7042,0.0391,779.0,45.8,None,None,Pass,OK
GLS-2026-0039721,LOT-2026-W11-B,CG-Model-A,RGB-8726,LINE-01,CNC-02,TOOL-17,FIX-B1,OP-019,Swing,2026-02-16 12:05:18,AOI,39.4,23750,847.2,3.29,0.96,-78.5,0.282,0.0,0.7042,0.0061,803.6,46.4,None,None,Pass,OK
GLS-2026-0039722,LOT-2026-W07-B,CG-Model-B,RGB-9127,LINE-02,CNC-02,TOOL-14,FIX-C1,OP-019,Swing,2026-03-02 10:24:02,AOI,87.2,23688,828.2,3.15,0.997,-80.1,0.3198,0.0,0.7025,0.0372,771.9,45.5,None,None,Pass,OK
GLS-2026-0039723,LOT-2026-W10-A,CG-Model-A,RGB-9567,LINE-02,CNC-05,TOOL-10,FIX-C3,OP-028,Swing,2026-03-11 04:58:18,AOI,71.6,24063,869.5,3.2,0.958,-83.7,0.3122,0.0,0.6991,0.0383,765.6,44.0,None,None,Pass,OK
GLS-2026-0039724,LOT-2026-W06-A,CG-Model-A,RGB-9718,LINE-02,CNC-01,TOOL-21,FIX-B3,OP-029,Day,2026-03-23 18:28:26,AOI,52.6,23736,836.8,3.28,0.926,-88.0,0.3007,0.0,0.6971,0.0221,789.7,45.2,None,None,Pass,OK
GLS-2026-0039725,LOT-2026-W09-D,CG-Model-B,RGB-9617,LINE-02,CNC-02,TOOL-02,FIX-A3,OP-015,Swing,2026-03-07 10:47:23,AOI,36.5,23955,872.7,3.16,0.954,-86.2,0.2954,0.0,0.7058,0.0374,767.8,48.3,None,None,Pass,OK
GLS-2026-0039726,LOT-2026-W08-C,CG-Model-C,RGB-9946,LINE-01,CNC-03,TOOL-11,FIX-A3,OP-023,Day,2026-03-29 08:16:49,AOI,19.1,24478,798.0,3.18,0.968,-84.6,0.2854,0.0,0.706,0.0013,794.8,44.1,None,None,Pass,OK
GLS-2026-0039727,LOT-2026-W08-C,CG-Model-A,RGB-8978,LINE-02,CNC-06,TOOL-02,FIX-A3,OP-028,Night,2026-03-05 02:00:10,AOI,39.3,24006,865.9,3.02,0.821,-77.6,0.2874,84.6,0.7136,0.0108,793.6,43.3,Edge_Chipping,Edge,Fail,NG
GLS-2026-0039728,LOT-2026-W06-A,CG-Model-A,RGB-9808,LINE-01,CNC-06,TOOL-14,FIX-C3,OP-029,Day,2026-03-22 18:05:39,AOI,92.2,24281,902.6,3.26,0.991,-83.6,0.3089,19.9,0.6963,0.0097,781.4,47.8,None,None,Pass,OK
GLS-2026-0039729,LOT-2026-W13-D,CG-Model-C,RGB-9353,LINE-02,CNC-04,TOOL-06,FIX-C1,OP-019,Swing,2026-03-19 20:53:18,AOI,68.3,24034,818.8,3.37,0.95,-87.7,0.3178,5.0,0.7004,0.0245,786.7,45.6,None,None,Pass,OK
GLS-2026-0039730,LOT-2026-W07-B,CG-Model-B,RGB-9825,LINE-01,CNC-05,TOOL-11,FIX-A3,OP-014,Day,2026-03-01 10:01:09,AOI,35.3,23815,844.8,2.83,0.88,-84.9,0.304,0.0,0.7016,0.0061,778.5,46.2,None,None,Pass,OK
GLS-2026-0039731,LOT-2026-W06-A,CG-Model-B,RGB-8091,LINE-01,CNC-04,TOOL-05,FIX-A3,OP-029,Night,2026-03-23 14:25:22,AOI,49.5,24325,878.2,3.31,0.944,-83.8,0.2961,20.5,0.7008,0.0153,785.5,48.8,None,None,Pass,OK
GLS-2026-0039732,LOT-2026-W06-A,CG-Model-B,RGB-9453,LINE-01,CNC-03,TOOL-23,FIX-B1,OP-030,Night,2026-03-23 01:49:41,AOI,64.1,25088,840.5,3.02,0.971,-81.2,0.3115,0.0,0.697,0.0296,791.6,47.3,None,None,Pass,OK
GLS-2026-0039733,LOT-2026-W12-C,CG-Model-A,RGB-9920,LINE-01,CNC-05,TOOL-22,FIX-A2,OP-013,Swing,2026-02-19 02:52:56,AOI,43.7,23640,818.6,3.16,0.983,-82.4,0.3014,0.0,0.6979,0.0175,790.6,46.0,None,None,Pass,OK
GLS-2026-0039734,LOT-2026-W10-A,CG-Model-B,RGB-8202,LINE-01,CNC-06,TOOL-11,FIX-A3,OP-015,Day,2026-02-13 09:50:51,AOI,81.8,24155,830.5,3.05,0.965,-81.3,0.3135,94.2,0.7046,0.0157,800.4,47.1,Edge_Chipping,Speaker_Slot,Fail,NG
GLS-2026-0039735,LOT-2026-W08-C,CG-Model-C,RGB-9914,LINE-02,CNC-04,TOOL-14,FIX-B3,OP-005,Night,2026-02-08 01:02:58,AOI,65.9,23836,829.4,3.15,0.915,-78.2,0.3078,0.0,0.7046,0.0287,778.1,44.8,None,None,Pass,OK
GLS-2026-0039736,LOT-2026-W07-B,CG-Model-B,RGB-8483,LINE-02,CNC-06,TOOL-06,FIX-C1,OP-001,Day,2026-03-26 10:16:05,AOI,83.8,24177,917.1,3.11,0.983,-85.2,0.319,26.3,0.6962,0.0092,795.1,49.7,None,None,Pass,OK
GLS-2026-0039737,LOT-2026-W06-A,CG-Model-C,RGB-8941,LINE-01,CNC-02,TOOL-14,FIX-A2,OP-029,Swing,2026-02-26 15:32:52,AOI,61.0,23996,857.8,3.06,0.944,-85.7,0.3036,0.0,0.7004,0.0027,816.9,49.2,None,None,Pass,OK
GLS-2026-0039738,LOT-2026-W08-C,CG-Model-B,RGB-9351,LINE-01,CNC-01,TOOL-12,FIX-A2,OP-014,Day,2026-03-05 21:02:58,AOI,67.2,24269,824.4,3.08,0.892,-80.9,0.312,0.0,0.7009,0.0235,771.6,45.5,None,None,Pass,OK
GLS-2026-0039739,LOT-2026-W11-B,CG-Model-A,RGB-8174,LINE-01,CNC-04,TOOL-11,FIX-B3,OP-028,Day,2026-02-16 20:27:35,AOI,43.6,24087,862.7,3.3,0.994,-79.0,0.304,0.0,0.7025,0.0181,764.3,46.3,None,None,Pass,OK
GLS-2026-0039740,LOT-2026-W13-D,CG-Model-A,RGB-9306,LINE-01,CNC-06,TOOL-15,FIX-C1,OP-029,Swing,2026-02-23 13:59:38,AOI,88.0,23267,916.6,3.23,0.98,-81.5,0.33,25.9,0.702,0.0234,796.4,46.4,None,None,Pass,OK
GLS-2026-0039741,LOT-2026-W13-D,CG-Model-A,RGB-9434,LINE-01,CNC-03,TOOL-23,FIX-B1,OP-010,Day,2026-02-24 08:20:11,AOI,48.2,23911,831.1,3.22,0.947,-77.7,0.2928,0.0,0.7041,0.0339,777.3,44.9,None,None,Pass,OK
GLS-2026-0039742,LOT-2026-W09-D,CG-Model-C,RGB-9269,LINE-01,CNC-03,TOOL-03,FIX-C2,OP-014,Swing,2026-03-06 17:38:40,AOI,65.9,23931,930.2,3.24,1.0,-78.1,0.3121,0.0,0.7036,0.0316,787.7,44.1,None,None,Pass,OK
GLS-2026-0039743,LOT-2026-W09-D,CG-Model-C,RGB-8538,LINE-01,CNC-03,TOOL-20,FIX-B2,OP-007,Day,2026-02-11 03:44:57,AOI,81.6,23628,821.5,3.36,0.952,-82.5,0.3281,28.4,0.7079,0.0158,801.2,46.1,None,None,Pass,OK
GLS-2026-0039744,LOT-2026-W13-D,CG-Model-A,RGB-8250,LINE-01,CNC-06,TOOL-17,FIX-C3,OP-006,Day,2026-03-18 11:20:21,AOI,72.4,23736,945.1,3.33,0.998,-86.7,0.321,0.0,0.7043,0.0402,774.2,43.5,None,None,Pass,OK
GLS-2026-0039745,LOT-2026-W13-D,CG-Model-A,RGB-9300,LINE-01,CNC-05,TOOL-17,FIX-B2,OP-029,Day,2026-02-23 15:52:46,AOI,71.6,24445,886.0,3.27,0.956,-77.5,0.3267,0.0,0.693,0.0446,789.2,45.2,None,None,Pass,OK
GLS-2026-0039746,LOT-2026-W10-A,CG-Model-C,RGB-8519,LINE-02,CNC-04,TOOL-11,FIX-C1,OP-029,Day,2026-02-14 22:14:56,AOI,46.7,23443,858.5,3.15,0.893,-77.3,0.2967,10.8,0.6968,0.0397,784.9,43.9,None,None,Pass,OK
GLS-2026-0039747,LOT-2026-W06-A,CG-Model-B,RGB-8292,LINE-01,CNC-01,TOOL-02,FIX-A1,OP-028,Swing,2026-02-01 20:23:39,AOI,58.6,23730,854.2,3.32,0.99,-85.5,0.3048,0.0,0.696,0.0345,766.4,45.3,None,None,Pass,OK
GLS-2026-0039748,LOT-2026-W07-B,CG-Model-B,RGB-9250,LINE-02,CNC-01,TOOL-24,FIX-A2,OP-002,Night,2026-02-06 21:49:00,AOI,85.4,23747,877.9,3.23,1.0,-82.3,0.2912,0.0,0.7006,0.0347,793.4,45.9,None,None,Pass,OK
GLS-2026-0039749,LOT-2026-W11-B,CG-Model-A,RGB-8586,LINE-02,CNC-01,TOOL-19,FIX-A1,OP-016,Day,2026-02-16 14:43:30,AOI,52.4,23822,802.2,3.4,1.0,-82.1,0.291,0.0,0.7031,0.0235,778.2,44.5,None,None,Pass,OK
GLS-2026-0039750,LOT-2026-W12-C,CG-Model-A,RGB-8937,LINE-02,CNC-04,TOOL-10,FIX-C2,OP-016,Swing,2026-03-15 12:30:11,AOI,61.5,23558,898.0,3.15,1.0,-82.1,0.2935,7.1,0.7033,0.0189,784.3,44.6,None,None,Pass,OK
GLS-2026-0039751,LOT-2026-W06-A,CG-Model-A,RGB-9733,LINE-02,CNC-05,TOOL-19,FIX-B2,OP-001,Swing,2026-03-22 13:55:20,AOI,71.1,23853,809.6,3.38,1.0,-83.6,0.3182,20.0,0.7053,0.0267,799.2,46.8,None,None,Pass,OK
GLS-2026-0039752,LOT-2026-W08-C,CG-Model-B,RGB-9269,LINE-02,CNC-04,TOOL-03,FIX-C3,OP-028,Swing,2026-03-28 05:50:12,AOI,73.6,24191,853.7,3.24,0.948,-85.5,0.3113,0.0,0.6975,0.0224,764.5,44.9,None,None,Pass,OK
GLS-2026-0039753,LOT-2026-W11-B,CG-Model-C,RGB-8502,LINE-02,CNC-05,TOOL-12,FIX-B3,OP-009,Swing,2026-02-18 06:35:32,AOI,59.9,24053,838.7,2.96,0.929,-82.4,0.2902,0.0,0.6881,0.038,799.9,47.2,None,None,Pass,OK
GLS-2026-0039754,LOT-2026-W10-A,CG-Model-B,RGB-8498,LINE-02,CNC-05,TOOL-15,FIX-C3,OP-024,Day,2026-03-09 22:40:24,AOI,48.0,24003,908.4,3.3,0.966,-80.8,0.2937,0.0,0.697,0.0354,797.4,42.8,None,None,Pass,OK
GLS-2026-0039755,LOT-2026-W11-B,CG-Model-B,RGB-9893,LINE-01,CNC-02,TOOL-08,FIX-B2,OP-015,Day,2026-02-16 13:22:46,AOI,68.7,24537,932.3,3.21,0.955,-80.6,0.3325,0.0,0.6928,0.0028,793.2,48.3,None,None,Pass,OK
GLS-2026-0039756,LOT-2026-W08-C,CG-Model-A,RGB-9067,LINE-02,CNC-06,TOOL-24,FIX-A2,OP-005,Swing,2026-02-09 06:28:34,AOI,38.0,23670,832.1,3.24,0.973,-76.6,0.3,0.0,0.6975,0.0048,790.6,47.0,None,None,Pass,OK
GLS-2026-0039757,LOT-2026-W08-C,CG-Model-C,RGB-8815,LINE-01,CNC-03,TOOL-12,FIX-C3,OP-010,Day,2026-03-04 11:46:02,AOI,38.4,24269,801.4,3.3,0.991,-85.3,0.3043,0.0,0.7022,0.007,777.8,43.3,None,None,Pass,OK
GLS-2026-0039758,LOT-2026-W10-A,CG-Model-B,RGB-8054,LINE-01,CNC-05,TOOL-06,FIX-C3,OP-011,Day,2026-03-10 07:35:32,AOI,51.6,23965,797.1,3.35,1.0,-85.0,0.298,0.0,0.704,0.0256,769.4,49.6,None,None,Pass,OK
GLS-2026-0039759,LOT-2026-W12-C,CG-Model-B,RGB-8785,LINE-02,CNC-01,TOOL-12,FIX-C1,OP-018,Swing,2026-03-17 03:03:45,AOI,16.1,23695,809.5,3.21,1.0,-83.4,0.2744,0.0,0.694,0.0108,783.1,52.4,None,None,Pass,OK
GLS-2026-0039760,LOT-2026-W08-C,CG-Model-A,RGB-8092,LINE-01,CNC-01,TOOL-08,FIX-C2,OP-002,Day,2026-02-07 18:21:06,AOI,80.4,23977,862.7,3.42,1.0,-83.2,0.3044,0.0,0.7035,0.0171,794.3,48.2,None,None,Pass,OK
GLS-2026-0039761,LOT-2026-W12-C,CG-Model-B,RGB-8612,LINE-01,CNC-06,TOOL-07,FIX-C3,OP-025,Day,2026-03-16 07:49:20,AOI,78.9,23796,845.9,3.12,1.0,-78.5,0.302,53.0,0.7012,0.0042,792.0,47.7,None,None,Pass,OK
GLS-2026-0039762,LOT-2026-W11-B,CG-Model-A,RGB-8607,LINE-01,CNC-05,TOOL-09,FIX-B1,OP-007,Day,2026-02-18 14:30:23,AOI,84.9,24118,866.2,3.02,0.973,-78.4,0.3196,8.5,0.7003,0.027,795.9,44.4,None,None,Pass,OK
GLS-2026-0039763,LOT-2026-W11-B,CG-Model-A,RGB-8393,LINE-02,CNC-01,TOOL-23,FIX-B2,OP-006,Swing,2026-02-17 03:27:03,AOI,67.4,23656,896.9,3.15,1.0,-79.0,0.3298,0.0,0.697,0.013,810.1,46.8,None,None,Pass,OK
GLS-2026-0039764,LOT-2026-W06-A,CG-Model-B,RGB-8024,LINE-02,CNC-04,TOOL-03,FIX-B3,OP-027,Day,2026-02-02 19:59:02,AOI,29.0,23918,922.1,3.13,0.967,-83.8,0.2838,10.7,0.7035,0.0392,781.5,43.7,None,None,Pass,OK
GLS-2026-0039765,LOT-2026-W09-D,CG-Model-B,RGB-9813,LINE-02,CNC-02,TOOL-23,FIX-B1,OP-018,Swing,2026-02-12 20:32:53,AOI,58.6,24100,851.3,2.95,0.944,-84.2,0.2977,0.0,0.702,0.0012,771.6,44.3,None,None,Pass,OK
GLS-2026-0039766,LOT-2026-W07-B,CG-Model-A,RGB-8805,LINE-02,CNC-02,TOOL-22,FIX-C3,OP-009,Day,2026-03-01 06:36:08,AOI,23.0,24492,936.2,3.42,0.951,-81.4,0.2918,0.0,0.6942,0.0219,791.7,45.1,None,None,Pass,OK
GLS-2026-0039767,LOT-2026-W09-D,CG-Model-A,RGB-9029,LINE-02,CNC-03,TOOL-23,FIX-C3,OP-016,Day,2026-02-11 23:18:02,AOI,72.2,23882,783.3,3.2,1.0,-85.7,0.3104,0.0,0.7027,0.0117,803.8,44.6,None,None,Pass,OK
GLS-2026-0039768,LOT-2026-W12-C,CG-Model-A,RGB-8630,LINE-01,CNC-04,TOOL-20,FIX-A3,OP-011,Night,2026-02-19 15:19:30,AOI,86.8,23991,784.3,3.07,0.894,-84.7,0.3201,73.4,0.6976,0.0297,784.2,42.8,None,None,Pass,OK
GLS-2026-0039769,LOT-2026-W08-C,CG-Model-A,RGB-8869,LINE-01,CNC-05,TOOL-05,FIX-C1,OP-018,Swing,2026-03-03 17:53:31,AOI,86.5,24189,806.5,3.26,1.0,-78.4,0.3077,8.1,0.7026,0.0265,799.6,45.5,None,None,Pass,OK
GLS-2026-0039770,LOT-2026-W07-B,CG-Model-A,RGB-8996,LINE-01,CNC-02,TOOL-23,FIX-A2,OP-025,Day,2026-02-06 15:45:01,AOI,39.5,24109,792.4,3.42,0.926,-78.6,0.3104,0.0,0.6957,0.0251,673.4,32.3,Strengthening_OOS,Full_Part,Fail,NG
GLS-2026-0039771,LOT-2026-W06-A,CG-Model-B,RGB-8311,LINE-01,CNC-06,TOOL-20,FIX-C2,OP-030,Night,2026-03-23 18:07:59,AOI,75.5,23875,874.4,3.05,0.945,-77.6,0.3084,5.8,0.7034,0.0309,785.0,43.9,None,None,Pass,OK
GLS-2026-0039772,LOT-2026-W11-B,CG-Model-A,RGB-8187,LINE-01,CNC-06,TOOL-08,FIX-C2,OP-005,Swing,2026-02-18 22:09:57,AOI,62.0,24380,830.4,3.39,0.966,-74.5,0.3101,0.0,0.7019,0.0096,781.5,44.6,None,None,Pass,OK
GLS-2026-0039773,LOT-2026-W12-C,CG-Model-B,RGB-8664,LINE-02,CNC-04,TOOL-06,FIX-C3,OP-029,Swing,2026-03-17 00:51:15,AOI,54.4,23494,895.1,3.17,0.964,-81.5,0.2876,0.0,0.6997,0.0323,785.0,47.6,None,None,Pass,OK
GLS-2026-0039774,LOT-2026-W10-A,CG-Model-B,RGB-8901,LINE-01,CNC-05,TOOL-23,FIX-C1,OP-019,Night,2026-03-10 13:25:03,AOI,39.7,24237,821.1,3.01,0.906,-76.0,0.3039,0.0,0.6994,0.0379,760.0,49.9,None,None,Pass,OK
GLS-2026-0039775,LOT-2026-W12-C,CG-Model-C,RGB-9938,LINE-02,CNC-05,TOOL-18,FIX-C3,OP-022,Swing,2026-03-16 13:51:10,AOI,44.0,24222,830.2,3.07,0.923,-81.9,0.2929,0.0,0.6941,0.0344,794.1,44.9,None,None,Pass,OK
GLS-2026-0039776,LOT-2026-W11-B,CG-Model-B,RGB-8336,LINE-01,CNC-03,TOOL-04,FIX-C2,OP-018,Day,2026-02-17 18:24:05,AOI,95.7,24025,830.0,3.12,0.991,-83.8,0.3113,78.0,0.7002,0.0266,781.3,44.6,None,None,Pass,OK
GLS-2026-0039777,LOT-2026-W09-D,CG-Model-C,RGB-8345,LINE-01,CNC-05,TOOL-23,FIX-B1,OP-010,Swing,2026-02-10 23:34:23,AOI,24.5,23904,918.3,3.23,1.0,-83.5,0.2911,0.0,0.7016,0.0232,798.1,47.0,None,None,Pass,OK
GLS-2026-0039778,LOT-2026-W08-C,CG-Model-C,RGB-8872,LINE-01,CNC-02,TOOL-21,FIX-B1,OP-030,Swing,2026-02-09 07:09:22,AOI,62.2,24239,864.3,3.17,0.91,-79.3,0.3028,0.0,0.7017,0.0143,810.4,48.1,None,None,Pass,OK
GLS-2026-0039779,LOT-2026-W10-A,CG-Model-B,RGB-9806,LINE-02,CNC-06,TOOL-23,FIX-A2,OP-020,Day,2026-02-14 07:21:26,AOI,51.8,23581,802.0,3.15,0.922,-80.6,0.3101,11.3,0.7077,0.0254,815.1,47.5,None,None,Pass,OK
GLS-2026-0039780,LOT-2026-W08-C,CG-Model-A,RGB-8398,LINE-01,CNC-04,TOOL-14,FIX-C1,OP-004,Day,2026-03-04 14:21:29,AOI,38.5,23754,820.5,2.96,0.939,-81.5,0.2976,16.7,0.6948,0.0372,776.5,43.6,None,None,Pass,OK
GLS-2026-0039781,LOT-2026-W10-A,CG-Model-A,RGB-9057,LINE-01,CNC-01,TOOL-05,FIX-C2,OP-024,Night,2026-03-09 05:00:32,AOI,69.0,24043,902.1,2.88,0.881,-83.5,0.3099,0.0,0.7018,0.0294,763.1,42.2,None,None,Pass,OK
GLS-2026-0039782,LOT-2026-W12-C,CG-Model-B,RGB-9323,LINE-01,CNC-02,TOOL-16,FIX-C2,OP-010,Night,2026-03-16 16:29:32,AOI,50.5,24557,863.7,3.0,0.866,-78.2,0.2935,0.0,0.7028,0.0248,777.3,41.6,None,None,Pass,OK
GLS-2026-0039783,LOT-2026-W08-C,CG-Model-A,RGB-9948,LINE-02,CNC-05,TOOL-08,FIX-C1,OP-020,Swing,2026-03-28 21:38:35,AOI,68.3,23593,890.5,3.16,0.977,-85.0,0.3132,0.0,0.7018,0.0165,786.1,45.8,None,None,Pass,OK
GLS-2026-0039784,LOT-2026-W06-A,CG-Model-A,RGB-8390,LINE-02,CNC-02,TOOL-01,FIX-A3,OP-004,Swing,2026-03-21 03:33:24,AOI,63.1,23642,922.8,3.05,0.963,-77.3,0.2896,0.0,0.6971,0.022,789.0,47.8,None,None,Pass,OK
GLS-2026-0039785,LOT-2026-W12-C,CG-Model-A,RGB-8808,LINE-01,CNC-01,TOOL-17,FIX-A1,OP-029,Night,2026-02-21 16:53:46,AOI,11.7,23734,873.9,2.97,0.923,-87.2,0.2733,0.0,0.6996,0.0391,786.1,47.4,None,None,Pass,OK
GLS-2026-0039786,LOT-2026-W07-B,CG-Model-A,RGB-8067,LINE-02,CNC-01,TOOL-16,FIX-B1,OP-001,Night,2026-02-28 09:09:33,AOI,60.9,24854,857.8,3.24,0.995,-79.7,0.3057,0.0,0.7085,0.0452,802.1,46.3,None,None,Pass,OK
GLS-2026-0039787,LOT-2026-W08-C,CG-Model-A,RGB-8747,LINE-02,CNC-03,TOOL-17,FIX-C2,OP-020,Night,2026-03-28 09:15:16,AOI,29.5,24231,813.8,3.0,0.847,-83.5,0.2747,0.0,0.6932,0.0273,794.3,43.6,None,None,Pass,OK
GLS-2026-0039788,LOT-2026-W11-B,CG-Model-C,RGB-9960,LINE-02,CNC-01,TOOL-05,FIX-A2,OP-021,Swing,2026-03-14 05:48:46,AOI,31.5,24724,843.3,3.15,0.957,-85.2,0.2821,0.0,0.7057,0.0121,782.5,45.1,None,None,Pass,OK
GLS-2026-0039789,LOT-2026-W06-A,CG-Model-A,RGB-9225,LINE-01,CNC-04,TOOL-16,FIX-A3,OP-011,Swing,2026-02-25 04:05:34,AOI,35.7,24353,795.1,3.02,0.932,-82.8,0.2874,0.0,0.7097,0.0219,794.4,45.6,None,None,Pass,OK
GLS-2026-0039790,LOT-2026-W06-A,CG-Model-A,RGB-9389,LINE-02,CNC-04,TOOL-13,FIX-B2,OP-005,Day,2026-03-21 07:59:32,AOI,54.0,23521,815.0,3.16,0.957,-79.4,0.3162,37.9,0.6936,0.0422,791.0,46.0,None,None,Pass,OK
GLS-2026-0039791,LOT-2026-W08-C,CG-Model-C,RGB-9221,LINE-01,CNC-02,TOOL-23,FIX-B3,OP-014,Day,2026-02-08 21:32:32,AOI,25.4,24054,813.2,3.24,0.99,-82.1,0.2945,0.0,0.7003,0.027,776.6,46.5,None,None,Pass,OK
GLS-2026-0039792,LOT-2026-W11-B,CG-Model-C,RGB-9549,LINE-01,CNC-01,TOOL-10,FIX-A1,OP-013,Day,2026-03-12 00:39:42,AOI,22.3,24166,847.0,3.39,1.0,-80.2,0.2822,0.0,0.697,0.0306,775.9,45.9,None,None,Pass,OK
GLS-2026-0039793,LOT-2026-W08-C,CG-Model-C,RGB-8324,LINE-01,CNC-01,TOOL-18,FIX-C3,OP-009,Swing,2026-03-28 00:41:11,AOI,53.6,23871,857.9,3.16,0.911,-83.2,0.3059,0.0,0.6994,0.0338,786.1,45.1,None,None,Pass,OK
GLS-2026-0039794,LOT-2026-W08-C,CG-Model-C,RGB-8101,LINE-02,CNC-05,TOOL-01,FIX-A3,OP-028,Night,2026-03-03 13:57:42,AOI,25.6,24061,930.2,3.36,0.985,-83.2,0.2871,0.0,0.697,0.0527,784.8,48.7,None,None,Pass,OK
GLS-2026-0039795,LOT-2026-W09-D,CG-Model-B,RGB-9297,LINE-01,CNC-03,TOOL-22,FIX-B1,OP-007,Swing,2026-03-08 13:27:21,AOI,67.3,23539,824.7,3.26,0.965,-82.9,0.2963,0.0,0.7012,0.0192,782.1,45.1,None,None,Pass,OK
GLS-2026-0039796,LOT-2026-W07-B,CG-Model-A,RGB-9317,LINE-02,CNC-01,TOOL-21,FIX-B2,OP-012,Day,2026-02-04 11:26:08,AOI,35.6,24169,892.6,3.2,0.975,-83.6,0.319,0.0,0.6944,0.0058,769.4,47.8,None,None,Pass,OK
GLS-2026-0039797,LOT-2026-W09-D,CG-Model-C,RGB-8913,LINE-02,CNC-03,TOOL-15,FIX-A3,OP-010,Day,2026-03-08 02:00:21,AOI,83.4,23855,812.8,3.26,0.925,-82.2,0.3111,12.5,0.7133,0.0395,774.9,47.1,None,None,Pass,OK
GLS-2026-0039798,LOT-2026-W11-B,CG-Model-A,RGB-9061,LINE-01,CNC-05,TOOL-20,FIX-C2,OP-024,Swing,2026-02-17 19:43:40,AOI,48.3,23838,915.4,3.2,0.987,-79.9,0.3021,0.0,0.7091,0.0009,769.8,48.4,None,None,Pass,OK
GLS-2026-0039799,LOT-2026-W09-D,CG-Model-A,RGB-8139,LINE-02,CNC-04,TOOL-09,FIX-C2,OP-022,Day,2026-03-30 16:19:33,AOI,14.4,23878,851.6,3.43,0.994,-84.4,0.2838,0.0,0.7042,0.0484,782.3,46.3,None,None,Pass,OK
GLS-2026-0039800,LOT-2026-W12-C,CG-Model-B,RGB-9838,LINE-01,CNC-05,TOOL-12,FIX-B1,OP-017,Day,2026-02-19 13:10:57,AOI,81.5,23902,818.1,3.24,1.0,-85.3,0.3106,0.0,0.6952,0.0429,804.0,44.6,None,None,Pass,OK
GLS-2026-0039801,LOT-2026-W12-C,CG-Model-A,RGB-8381,LINE-01,CNC-02,TOOL-07,FIX-C3,OP-002,Swing,2026-02-19 04:58:33,AOI,55.9,23521,865.6,3.31,0.985,-84.4,0.3008,0.0,0.7025,0.0151,783.5,43.5,None,None,Pass,OK
GLS-2026-0039802,LOT-2026-W13-D,CG-Model-A,RGB-9391,LINE-01,CNC-04,TOOL-17,FIX-B2,OP-020,Day,2026-02-23 21:51:20,AOI,49.8,23985,859.0,3.11,0.971,-76.3,0.3229,0.0,0.7037,0.0294,778.7,49.7,None,None,Pass,OK
GLS-2026-0039803,LOT-2026-W11-B,CG-Model-B,RGB-8719,LINE-01,CNC-04,TOOL-07,FIX-A3,OP-025,Swing,2026-03-13 10:18:02,AOI,48.8,24393,833.5,2.93,0.973,-86.0,0.3111,0.0,0.7115,0.0218,782.8,45.4,None,None,Pass,OK
